Discipline,Gender,Event,phase,type,order,ENG Description,FRA Description,KOR Description,ENG longdescription,FRA longdescription,KOR longdescription,ENG phase Description,FRA phase Description,KOR phase Description,Old DDGEEEP
CCS,M,SPRINT------------,FNL-,3,1,Men's Sprint Classic Final,"Sprint classique hommes, finale",남자 스프린트 클래식 결승,Men's Sprint Classic Final,"Sprint classique hommes, finale",남자 스프린트 클래식 결승,Final,Finale,결승,CCM6011
CCS,M,SPRINT------------,SFNL,3,2,Men's Sprint Classic Semifinals,"Sprint classique hommes, demi-finales",남자 스프린트 클래식 준결승,Men's Sprint Classic Semifinals,"Sprint classique hommes, demi-finales",남자 스프린트 클래식 준결승,Semifinals,Demi-finales,준결승,CCM6012
CCS,M,SPRINT------------,QFNL,3,3,Men's Sprint Classic Quarterfinals,"Sprint classique hommes, 1/4 de finale",남자 스프린트 클래식 준준결승,Men's Sprint Classic Quarterfinals,"Sprint classique hommes, quarts de finale",남자 스프린트 클래식 준준결승,Quarterfinals,Quarts de finale,준준결승,CCM6013
CCS,M,SPRINT------------,QUAL,3,8,Men's Sprint Classic Qualification,"Sprint classique hommes, qualifications",남자 스프린트 클래식 예선,Men's Sprint Classic Qualification,"Sprint classique hommes, qualifications",남자 스프린트 클래식 예선,Qualification,Qualifications,예선,CCM6019
CCS,M,SPRINT------------,DRAW,7,D,Men's Sprint Classic Draw,"Sprint classique hommes, tirage au sort",남자 스프린트 클래식 추첨,Men's Sprint Classic Draw,"Sprint classique hommes, tirage au sort",남자 스프린트 클래식 추첨,Draw,Tirage au sort,추첨,CCM601E
CCS,M,SPRINT------------,MEET,9,M,"Men's Sprint Classic, TCM","Sprint classique hommes, réun. chefs éq",남자 스프린트 클래식 대표자회의,"Men's Sprint Classic, Team Captain Meeting","Sprint classique hommes, réunion des chefs d'équipe",남자 스프린트 클래식 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CCM601T
CCS,M,SPRINT------------,VICT,6,V,Men's Sprint Classic Victory Ceremony,"Sprint classique hommes, cérémonie vainq",남자 스프린트 클래식 메달 시상식,Men's Sprint Classic Victory Ceremony,"Sprint classique hommes, cérémonie des vainqueurs",남자 스프린트 클래식 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CCM601M
CCS,M,SPRINT------------,----,8,,Men's Sprint Classic,Sprint classique hommes,남자 스프린트 클래식,Men's Sprint Classic,Sprint classique hommes,남자 스프린트 클래식,,,,CCM6010
CCS,M,TEAMSP2-----------,FNL-,3,1,Men's Team Sprint Free Final,"Sprint libre par équipes hommes, finale",남자 팀 스프린트 프리 결승,Men's Team Sprint Free Final,"Sprint libre par équipes hommes, finale",남자 팀 스프린트 프리 결승,Final,Finale,결승,CCM4611
CCS,M,TEAMSP2-----------,SFNL,3,2,Men's Team Sprint Free Semifinals,"Sprint libre par équipes H, demi-finales",남자 팀 스프린트 프리 준결승,Men's Team Sprint Free Semifinals,"Sprint libre par équipes hommes, demi-finales",남자 팀 스프린트 프리 준결승,Semifinals,Demi-finales,준결승,CCM4612
CCS,M,TEAMSP2-----------,MEET,9,M,"Men's Team Sprint Free, TCM","Sprint libre par éq. H, réun. chefs d'éq",남자 팀 스프린트 프리 대표자회의,"Men's Team Sprint Free, Team Captain Meeting","Sprint libre par équipes hommes, réunion des chefs d'équipe",남자 팀 스프린트 프리 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CCM461T
CCS,M,TEAMSP2-----------,VICT,6,V,Men's Team Sprint Free Vict. Ceremony,"Sprint libre équipes H, cérémonie vainq.",남자 팀 스프린트 프리 메달 시상식,Men's Team Sprint Free Victory Ceremony,"Sprint libre par équipes hommes, cérémonie des vainqueurs",남자 팀 스프린트 프리 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CCM461M
CCS,M,TEAMSP2-----------,----,8,,Men's Team Sprint Free,Sprint libre par équipes hommes,남자 팀 스프린트 프리,Men's Team Sprint Free,Sprint libre par équipes hommes,남자 팀 스프린트 프리,,,,CCM4610
CCS,W,------------------,----,8,,Ladies' Cross-Country Skiing,Ski de fond femmes,크로스컨트리 스키 여자,Ladies' Cross-Country Skiing,Ski de fond femmes,크로스컨트리 스키 여자,,,,CCW0000
CCS,W,10KMIS------------,FNL-,3,1,Ladies' 10km Free,10 km libre femmes,여자 10km 프리,Ladies' 10km Free,10 km libre femmes,여자 10km 프리,,,,CCW0101
CCS,W,10KMIS------------,DRAW,7,D,Ladies' 10km Free Draw,"10 km libre femmes, tirage au sort",여자 10km 프리 추첨,Ladies' 10km Free Draw,"10 km libre femmes, tirage au sort",여자 10km 프리 추첨,Draw,Tirage au sort,추첨,CCW010E
CCS,W,10KMIS------------,MEET,9,M,"Ladies' 10km Free, TCM","10 km libre femmes, réun. chefs d'équipe",여자 10km 프리 대표자회의,"Ladies' 10km Free, Team Captain Meeting","10 km libre femmes, réunion des chefs d'équipe",여자 10km 프리 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CCW010T
CCS,W,10KMIS------------,VICT,6,V,Ladies' 10km Free Victory Ceremony,"10 km libre femmes, cérémonie vainqueurs",여자 10km 프리 메달 시상식,Ladies' 10km Free Victory Ceremony,"10 km libre femmes, cérémonie des vainqueurs",여자 10km 프리 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CCW010M
CCS,W,10KMIS------------,----,8,,Ladies' 10km Free,10 km libre femmes,여자 10km 프리,Ladies' 10km Free,10 km libre femmes,여자 10km 프리,,,,CCW0100
CCS,W,30KMMS------------,FNL-,3,1,Ladies' 30km Mass Start Classic,Départ groupé 30 km classique femmes,여자 30km 단체출발 클래식,Ladies' 30km Mass Start Classic,Départ groupé 30 km classique femmes,여자 30km 단체출발 클래식,,,,CCW7301
CCS,W,30KMMS------------,MEET,9,M,"Ladies' 30km Mass Start Classic, TCM","Départ groupé 30 km cla. F, réun. ch. éq",여자 30km 단체출발 클래식 대표자회의,"Ladies' 30km Mass Start Classic, Team Captain Meeting","Départ groupé 30 km classique femmes, réunion des chefs d'équipe",여자 30km 단체출발 클래식 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CCW730T
CCS,W,30KMMS------------,VICT,6,V,"Ladies' 30km Mass Start Classic, V. Cer.","Départ groupé 30 km cla F, cérém. vainq.",여자 30km 단체출발 클래식 메달 시상식,Ladies' 30km Mass Start Classic Victory Ceremony,"Départ groupé 30 km classique femmes, cérémonie des vainqueurs",여자 30km 단체출발 클래식 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CCW730M
CCS,W,30KMMS------------,----,8,,Ladies' 30km Mass Start Classic,Départ groupé 30 km classique femmes,여자 30km 단체출발 클래식,Ladies' 30km Mass Start Classic,Départ groupé 30 km classique femmes,여자 30km 단체출발 클래식,,,,CCW7300
CCS,W,4X5KM-------------,FNL-,3,1,Ladies' 4 x 5km Relay,Relais 4x5 km femmes,여자 4 x 5km 계주,Ladies' 4 x 5km Relay,Relais 4x5 km femmes,여자 4 x 5km 계주,,,,CCW4051
CCS,W,4X5KM-------------,MEET,9,M,"Ladies' 4 x 5km Relay, TCM","Relais 4x5 km femmes, réun. chefs équipe",여자 4 x 5km 계주 대표자회의,"Ladies' 4 x 5km Relay, Team Captain Meeting","Relais 4x5 km femmes, réunion des chefs d'équipe",여자 4 x 5km 계주 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CCW405T
CCS,W,4X5KM-------------,VICT,6,V,Ladies' 4 x 5km Relay Victory Ceremony,"Relais 4x5 km F, cérémonie vainqueurs",여자 4 x 5km 계주 메달 시상식,Ladies' 4 x 5km Relay Victory Ceremony,"Relais 4x5 km femmes, cérémonie des vainqueurs",여자 4 x 5km 계주 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CCW405M
CCS,W,4X5KM-------------,----,8,,Ladies' 4 x 5km Relay,Relais 4x5 km femmes,여자 4 x 5km 계주,Ladies' 4 x 5km Relay,Relais 4x5 km femmes,여자 4 x 5km 계주,,,,CCW4050
CCS,W,SKIATHLN----------,FNL-,3,1,Ladies' 7.5km + 7.5km Skiathlon,"Skiathlon 7,5 km+7,5 km femmes",여자 7.5km + 7.5km 스키애슬론,Ladies' 7.5km + 7.5km Skiathlon,"Skiathlon 7,5 km+7,5 km femmes",여자 7.5km + 7.5km 스키애슬론,,,,CCW8151
CCS,W,SKIATHLN----------,MEET,9,M,Ladies' 7.5km + 7.5km Skiathlon TCM,"Skiathlon 7,5+7,5 km F, réun. chefs équ.",여자 7.5km + 7.5km 스키애슬론 대표자회의,"Ladies' 7.5km + 7.5km Skiathlon, Team Captain Meeting","Skiathlon 7,5 km+7,5 km femmes, réunion des chefs d'équipe",여자 7.5km + 7.5km 스키애슬론 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CCW815T
CCS,W,SKIATHLN----------,VICT,6,V,Ladies' Skiathlon Victory Ceremony,"Skiathlon 7,5+7,5 km F, cérémonie vainq.",여자 스키애슬론 메달 시상식,Ladies' 7.5km + 7.5km Skiathlon Victory Ceremony,"Skiathlon 7,5 km+7,5 km femmes, cérémonie des vainqueurs",여자 7.5km + 7.5km 스키애슬론 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CCW815M
CCS,W,SKIATHLN----------,----,8,,Ladies' 7.5km + 7.5km Skiathlon,"Skiathlon 7,5 km+7,5 km femmes",여자 7.5km + 7.5km 스키애슬론,Ladies' 7.5km + 7.5km Skiathlon,"Skiathlon 7,5 km+7,5 km femmes",여자 7.5km + 7.5km 스키애슬론,,,,CCW8150
CCS,W,SPRINT------------,FNL-,3,1,Ladies' Sprint Classic Final,"Sprint classique femmes, finale",여자 스프린트 클래식 결승,Ladies' Sprint Classic Final,"Sprint classique femmes, finale",여자 스프린트 클래식 결승,Final,Finale,결승,CCW6011
CCS,W,SPRINT------------,SFNL,3,2,Ladies' Sprint Classic Semifinals,"Sprint classique femmes, demi-finales",여자 스프린트 클래식 준결승,Ladies' Sprint Classic Semifinals,"Sprint classique femmes, demi-finales",여자 스프린트 클래식 준결승,Semifinals,Demi-finales,준결승,CCW6012
CCS,W,SPRINT------------,QFNL,3,3,Ladies' Sprint Classic Quarterfinals,"Sprint classique femmes, 1/4 de finale",여자 스프린트 클래식 준준결승,Ladies' Sprint Classic Quarterfinals,"Sprint classique femmes, quarts de finale",여자 스프린트 클래식 준준결승,Quarterfinals,Quarts de finale,준준결승,CCW6013
CCS,W,SPRINT------------,QUAL,3,8,Ladies' Sprint Classic Qualification,"Sprint classique femmes, qualifications",여자 스프린트 클래식 예선,Ladies' Sprint Classic Qualification,"Sprint classique femmes, qualifications",여자 스프린트 클래식 예선,Qualification,Qualifications,예선,CCW6019
CCS,W,SPRINT------------,DRAW,7,D,Ladies' Sprint Classic Draw,"Sprint classique femmes, tirage au sort",여자 스프린트 클래식 추첨,Ladies' Sprint Classic Draw,"Sprint classique femmes, tirage au sort",여자 스프린트 클래식 추첨,Draw,Tirage au sort,추첨,CCW601E
CCS,W,SPRINT------------,MEET,9,M,"Ladies' Sprint Classic, TCM","Sprint classique femmes, réun. chefs éq.",여자 스프린트 클래식 대표자회의,"Ladies' Sprint Classic , Team Captain Meeting","Sprint classique femmes, réunion des chefs d'équipe",여자 스프린트 클래식 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CCW601T
CCS,W,SPRINT------------,VICT,6,V,Ladies' Sprint Classic Victory Ceremony,"Sprint classique femmes, cérémonie vainq",여자 스프린트 클래식 메달 시상식,Ladies' Sprint Classic Victory Ceremony,"Sprint classique femmes, cérémonie des vainqueurs",여자 스프린트 클래식 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CCW601M
CCS,W,SPRINT------------,----,8,,Ladies' Sprint Classic,Sprint classique femmes,여자 스프린트 클래식,Ladies' Sprint Classic,Sprint classique femmes,여자 스프린트 클래식,,,,CCW6010
CCS,W,TEAMSP2-----------,FNL-,3,1,Ladies' Team Sprint Free Final,"Sprint libre par équipes femmes, finale",여자 팀 스프린트 프리 결승,Ladies' Team Sprint Free Final,"Sprint libre par équipes femmes, finale",여자 팀 스프린트 프리 결승,Final,Finale,결승,CCW4611
CCS,W,TEAMSP2-----------,SFNL,3,2,Ladies' Team Sprint Free Semifinals,"Sprint libre par équipes F, demi-finales",여자 팀 스프린트 프리 준결승,Ladies' Team Sprint Free Semifinals,"Sprint libre par équipes femmes, demi-finales",여자 팀 스프린트 프리 준결승,Semifinals,Demi-finales,준결승,CCW4612
CCS,W,TEAMSP2-----------,MEET,9,M,"Ladies' Team Sprint Free, TCM","Sprint libre par éq F, réun. chefs d'éq.",여자 팀 스프린트 프리 대표자회의,"Ladies' Team Sprint Free, Team Captain Meeting","Sprint libre par équipes femmes, réunion des chefs d'équipe",여자 팀 스프린트 프리 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,준준결승,CCW461T
CCS,W,TEAMSP2-----------,VICT,6,V,Ladies' Team Sprint Free Vict. Ceremony,"Sprint libre équipes F, cérémonie vainq.",여자 팀 스프린트 프리 메달 시상식,Ladies' Team Sprint Free Victory Ceremony,"Sprint libre par équipes femmes, cérémonie des vainqueurs",여자 팀 스프린트 프리 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CCW461M
CCS,W,TEAMSP2-----------,----,8,,Ladies' Team Sprint Free,Sprint libre par équipes femmes,여자 팀 스프린트 프리,Ladies' Team Sprint Free,Sprint libre par équipes femmes,여자 팀 스프린트 프리,,,,CCW4610
CER,-,CLOSING-----------,----,0,,Closing Ceremony,Cérémonie de clôture,폐막식,Closing Ceremony,Cérémonie de clôture,폐막식,,,,CE0CLO0
CER,-,OPENING-----------,----,0,,Opening Ceremony,Cérémonie d'ouverture,개막실,Opening Ceremony,Cérémonie d'ouverture,개막실,,,,CE0OPN0
CUR,-,------------------,MEET,9,M,"Curling, Team Meeting","Curling, réunion d'équipes",컬링 대표자회의,"Curling, Team Meeting","Curling, réunion d'équipes",컬링 대표자회의,Team Meeting,Réunion d'équipes,팀회의,CU0000T
CUR,-,------------------,----,8,,Curling,Curling,컬링,Curling,Curling,컬링,,,,CU00000
CUR,M,------------------,----,8,,Men's Curling,Curling hommes,컬링 남자,Men's Curling,Curling hommes,컬링 남자,,,,CUM0000
CUR,M,TEAM4-------------,FNL-,3,1,Men's Finals,Finale hommes,남자 결승,Men's Finals,Finale hommes,남자 결승,Finals,Finale,결승,CUM4001
CUR,M,TEAM4-------------,SFNL,3,2,Men's Semi-finals,Demi-finales hommes,남자 준결승,Men's Semi-finals,Demi-finales hommes,남자 준결승,Semi-finals,Demi-finales,준결승,CUM4002
CUR,M,TEAM4-------------,TB--,3,5,Men's Tie-breaker Games,Jeu décisif hommes,남자 타이 브레이커,Men's Tie-breaker Games,Jeu décisif hommes,남자 타이 브레이커,,,,CUM4009
CUR,M,TEAM4-------------,TBIF,3,5,Men's Tie-breaker Games (if required),Jeu décisif hommes (si nécessaire),만자 타이 브레이커 (필요시),Men's Tie-breaker Games (if required),Jeu décisif hommes (si nécessaire),만자 타이 브레이커 (필요시),,,,
CUR,M,TEAM4-------------,PREL,3,8,Men's Round Robin,Round robin hommes,남자 예선,Men's Round Robin,Round robin hommes,남자 예선,Round Robin,Round robin,예선,CUM4009
CUR,M,TEAM4-------------,PAGE,3,8,Men's Page Play-offs,Phase finale hommes,남자 플레이 오프,Men's Page Play-offs,Phase finale hommes,남자 플레이 오프,Page Play-offs,Phase finale,플레이 오프,
CUR,M,TEAM4-------------,VICT,6,V,Men's Victory Ceremony,"Hommes, cérémonie des vainqueurs",남자 메달 시상식,Men's Victory Ceremony,"Hommes, cérémonie des vainqueurs",남자 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CUM400M
CUR,M,TEAM4-------------,----,8,,Men,Hommes,남자경기,Men,Hommes,남자경기,,,,CUM4000
CUR,W,------------------,----,8,,Women's Curling,Curling femmes,컬링 여자,Women's Curling,Curling femmes,컬링 여자,,,,CUW0000
CUR,W,TEAM4-------------,FNL-,3,1,Women's Finals,Finale femmes,여자 결승,Women's Finals,Finale femmes,여자 결승,Finals,Finale,결승,CUW4001
CUR,W,TEAM4-------------,SFNL,3,2,Women's Semi-finals,Demi-finales femmes,여자 준결승,Women's Semi-finals,Demi-finales femmes,여자 준결승,Semi-finals,Demi-finales,준결승,CUW4002
CUR,W,TEAM4-------------,TB--,3,5,Women's Tie-breaker Games,Jeu décisif femmes,여자 타이 브레이커,Women's Tie-breaker Games,Jeu décisif femmes,여자 타이 브레이커,,,,CUW4009
CUR,W,TEAM4-------------,TBIF,3,5,Women's Tie-breaker Games (if required),Jeu décisif femmes (si nécessaire),여자 타이 브레이커 (필요시),Women's Tie-breaker Games (if required),Jeu décisif femmes (si nécessaire),여자 타이 브레이커 (필요시),,,,
CUR,W,TEAM4-------------,PREL,3,8,Women's Round Robin,Round robin femmes,여자 예선,Women's Round Robin,Round robin femmes,여자 예선,Round Robin,Round robin,예선,CUW4009
CUR,W,TEAM4-------------,PAGE,3,8,Women's Page Play-offs,Phase finale femmes,여자 플레이 오프,Women's Page Play-offs,Phase finale femmes,여자 플레이 오프,Page Play-offs,Phase finale,플레이 오프,
CUR,W,TEAM4-------------,VICT,6,V,Women's Victory Ceremony,"Femmes, cérémonie des vainqueurs",여자 메달 시상식,Women's Victory Ceremony,"Femmes, cérémonie des vainqueurs",여자 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CUW400M
CUR,W,TEAM4-------------,----,8,,Women,Femmes,여자경기,Women,Femmes,여자경기,,,,CUW4000
CUR,X,------------------,----,8,,Mixed Curling,Double mixte ,믹스더블,Mixed Curling,Double mixte ,믹스더블,,,,
CUR,X,TEAM2-------------,FNL-,3,1,Mixed Doubles Finals,"Double mixte, finale",믹스더블 결승,Mixed Doubles Finals,"Double mixte, finale",믹스더블 결승,Finals,Finale,결승,
CUR,X,TEAM2-------------,SFNL,3,2,Mixed Doubles Semi-finals,"Double mixte, demi-finales",믹스더블 준결승,Mixed Doubles Semi-finals,"Double mixte, demi-finales",믹스더블 준결승,Semi-finals,Demi-finales,준결승,
CUR,X,TEAM2-------------,TB--,3,5,Mixed Doubles Tie-breaker Games,"Jeu décisif, double mixte",믹스더블 타이 브레이커,Mixed Doubles Tie-breaker Games,"Jeu décisif, double mixte",믹스더블 타이 브레이커,,,,
CUR,X,TEAM2-------------,TBIF,3,5,Mixed Doubles Tie-breaker (if required),"Jeu décisif, double mixte(si nécessaire)",믹스더블 타이 브레이커 (필요시),Mixed Doubles Tie-breaker Games (if required),"Jeu décisif, double mixte (si nécessaire)",믹스더블 타이 브레이커 (필요시),,,,
CUR,X,TEAM2-------------,PREL,3,8,Mixed Doubles Round Robin,"Double mixte, round robin",믹스더블 예선,Mixed Doubles Round Robin,"Double mixte, round robin",믹스더블 예선,Round Robin,Round robin,예선,
CUR,X,TEAM2-------------,VICT,6,V,Mixed Doubles Victory Ceremony,"Double mixte, cérémonie des vainqueurs",믹스더블 메달 시상식,Mixed Doubles Victory Ceremony,"Double mixte, cérémonie des vainqueurs",믹스더블 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,
CUR,X,TEAM2-------------,----,8,,Mixed Doubles,Double mixte ,믹스더블,Mixed Doubles,Double mixte ,믹스더블,,,,
FRS,-,------------------,DRAW,7,D,Freestyle Skiing Draw,"Ski acrobatique, tirage au sort",프리스타일 스키 추첨,Freestyle Skiing Draw,"Ski acrobatique, tirage au sort",프리스타일 스키 추첨,Draw,Tirage au sort,추첨,FR0000E
FRS,-,------------------,MEET,9,M,Freestyle Skiing Team Captains Meeting,"Ski acrobatique, réunion chefs d'équipe",프리스타일 스키 대표자회의,Freestyle Skiing Team Captains Meeting,"Ski acrobatique, réunion des chefs d'équipe",프리스타일 스키 대표자회의,Team Captains Meeting,Réunion des chefs d'équipe,대표자회의,FR0000T
FRS,-,------------------,----,8,,Freestyle Skiing,Ski acrobatique,프리스타일 스키,Freestyle Skiing,Ski acrobatique,프리스타일 스키,,,,FR00000
FRS,-,AE----------------,DRAW,7,D,Aerials Draw,"Saut, tirage au sort",에어리얼 추첨,Aerials Draw,"Saut, tirage au sort",에어리얼 추첨,Draw,Tirage au sort,추첨,FR0030E
FRS,-,AE----------------,MEET,9,M,Aerials Team Captains Meeting,"Saut, réunion chefs d'équipe",에어리얼 대표자회의,Aerials Team Captains Meeting,"Saut, réunion des chefs d'équipe",에어리얼 대표자회의,Team Captains Meeting,Réunion des chefs d'équipe,대표자회의,FR0030T
FRS,-,CANCEL------------,----,3,,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,,,,
FRS,-,HP----------------,DRAW,7,D,Ski Halfpipe Draw,"Ski halfpipe, tirage au sort",스키 크로스 추첨,Ski Halfpipe Draw,"Ski halfpipe, tirage au sort",스키 크로스 추첨,Draw,Tirage au sort,추첨,FR0060E
FRS,-,HP----------------,MEET,9,M,Ski Halfpipe Team Captains Meeting,"Ski halfpipe, réunion chefs d'équipe",스키 크로스 대표자회의,Ski Halfpipe Team Captains Meeting,"Ski halfpipe, réunion des chefs d'équipe",스키 크로스 대표자회의,Team Captains Meeting,Réunion des chefs d'équipe,대표자회의,FR0060T
FRS,-,MO----------------,DRAW,7,D,Moguls Draw,"Bosses, tirage au sort",모글 추첨,Moguls Draw,"Bosses, tirage au sort",모글 추첨,Draw,Tirage au sort,추첨,FR0020E
FRS,-,MO----------------,MEET,9,M,Moguls Team Captains Meeting,"Bosses, réunion chefs d'équipe",모글 대표자회의,Moguls Team Captains Meeting,"Bosses, réunion des chefs d'équipe",모글 대표자회의,Team Captains Meeting,Réunion des chefs d'équipe,대표자회의,FR0020T
FRS,-,SS----------------,DRAW,7,D,Ski Slopestyle Draw,"Ski slopestyle, tirage au sort",스키 슬로프스타일 추첨,Ski Slopestyle Draw,"Ski slopestyle, tirage au sort",스키 슬로프스타일 추첨,Draw,Tirage au sort,추첨,FR0070E
FRS,-,SS----------------,MEET,9,M,Ski Slopestyle Team Captains Meeting,"Ski slopestyle, réunion chefs d'équipe",스키 슬로프스타일 대표자회의,Ski Slopestyle Team Captains Meeting,"Ski slopestyle, réunion des chefs d'équipe",스키 슬로프스타일 대표자회의,Team Captains Meeting,Réunion des chefs d'équipe,대표자회의,FR0070T
FRS,-,SX----------------,DRAW,7,D,Ski Cross Draw,"Ski cross, tirage au sort",스키 크로스 추첨,Ski Cross Draw,"Ski cross, tirage au sort",스키 크로스 추첨,Draw,Tirage au sort,추첨,FR0740E
FRS,-,SX----------------,MEET,9,M,Ski Cross Team Captains Meeting,"Ski cross, réunion chefs d'équipe",스키 크로스 대표자회의,Ski Cross Team Captains Meeting,"Ski cross, réunion des chefs d'équipe",스키 크로스 대표자회의,Team Captains Meeting,Réunion des chefs d'équipe,대표자회의,FR0740T
FRS,M,------------------,----,8,,Men's Freestyle Skiing,Ski acrobatique hommes,프리스타일 스키 남자,Men's Freestyle Skiing,Ski acrobatique hommes,프리스타일 스키 남자,,,,FRM0000
FRS,M,AE----------------,FNL-,3,1,Men's Aerials Finals,"Saut hommes, finale",남자 에어리얼 결승,Men's Aerials Finals,"Saut hommes, finale",남자 에어리얼 결승,Finals,Finale,결승,FRM0301
FRS,M,AE----------------,QUAL,3,8,Men's Aerials Qualifications,"Saut hommes, qualifications",남자 에어리얼 예선,Men's Aerials Qualifications,"Saut hommes, qualifications",남자 에어리얼 예선,Qualifications,Qualifications,예선,FRM0309
FRS,M,AE----------------,DRAW,7,D,Men's Aerials Draw,"Saut hommes, tirage au sort",남자 에어리얼 추첨,Men's Aerials Draw,"Saut hommes, tirage au sort",남자 에어리얼 추첨,Draw,Tirage au sort,추첨,FRM030E
FRS,M,AE----------------,MEET,9,M,Men's Aerials Team Captain Meeting,"Saut hommes, réunion chefs d'équipe",남자 에어리얼 대표자회의,Men's Aerials Team Captain Meeting,"Saut hommes, réunion des chefs d'équipe",남자 에어리얼 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,FRM030T
FRS,M,AE----------------,VICT,6,V,Men's Aerials Victory Ceremony,"Saut hommes, cérémonie des vainqueurs",남자 에어리얼 메달 시상식,Men's Aerials Victory Ceremony,"Saut hommes, cérémonie des vainqueurs",남자 에어리얼 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,FRM030M
FRS,M,AE----------------,----,8,,Men's Aerials,Saut hommes,남자 에어리얼,Men's Aerials,Saut hommes,남자 에어리얼,,,,FRM0300
FRS,M,HP----------------,FNL-,3,1,Men's Ski Halfpipe Final,"Ski halfpipe hommes, finale",남자 스키 하프파이프 결승,Men's Ski Halfpipe Final,"Ski halfpipe hommes, finale",남자 스키 하프파이프 결승,Final,Finale,결승,FRM0601
FRS,M,HP----------------,QUAL,3,8,Men's Ski Halfpipe Qualification,"Ski halfpipe hommes, qualifications",남자 스키 하프파이프 예선,Men's Ski Halfpipe Qualification,"Ski halfpipe hommes, qualifications",남자 스키 하프파이프 예선,Qualification,Qualifications,예선,FRM0609
FRS,M,HP----------------,DRAW,7,D,Men's Ski Halfpipe Draw,"Ski halfpipe hommes, tirage au sort",남자 스키 하프파이프 추첨,Men's Ski Halfpipe Draw,"Ski halfpipe hommes, tirage au sort",남자 스키 하프파이프 추첨,Draw,Tirage au sort,추첨,FRM060E
FRS,M,HP----------------,MEET,9,M,Men's Ski Halfpipe Team Captain Meeting,"Ski halfpipe H, réunion chefs d'équipe",남자 스키 하프파이프 대표자회의,Men's Ski Halfpipe Team Captain Meeting,"Ski halfpipe hommes, réunion des chefs d'équipe",남자 스키 하프파이프 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,FRM060T
FRS,M,HP----------------,VICT,6,V,Men's Ski Halfpipe Victory Ceremony,"Ski halfpipe H, cérémonie vainqueurs",남자 스키 하프파이프 메달 시상식,Men's Ski Halfpipe Victory Ceremony,"Ski halfpipe hommes, cérémonie des vainqueurs",남자 스키 하프파이프 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,FRM060M
FRS,M,HP----------------,----,8,,Men's Ski Halfpipe,Ski halfpipe hommes,남자 스키 하프파이프,Men's Ski Halfpipe,Ski halfpipe hommes,남자 스키 하프파이프,,,,FRM0600
FRS,M,MO----------------,FNL-,3,1,Men's Moguls Finals,"Bosses hommes, finale",남자 모글 결승,Men's Moguls Finals,"Bosses hommes, finale",남자 모글 결승,Finals,Finale,결승,FRM0201
FRS,M,MO----------------,QUAL,3,8,Men's Moguls Qualifications,"Bosses hommes, qualifications",남자 모글 예선,Men's Moguls Qualifications,"Bosses hommes, qualifications",남자 모글 예선,Qualifications,Qualifications,예선,FRM0209
FRS,M,MO----------------,DRAW,7,D,Men's Moguls Draw,"Bosses hommes, tirage au sort",남자 모글 추첨,Men's Moguls Draw,"Bosses hommes, tirage au sort",남자 모글 추첨,Draw,Tirage au sort,추첨,FRM020E
FRS,M,MO----------------,MEET,9,M,Men's Moguls Team Captain Meeting,"Bosses hommes, réunion chefs d'équipe",남자 모글 대표자회의,Men's Moguls Team Captain Meeting,"Bosses hommes, réunion des chefs d'équipe",남자 모글 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,FRM020T
FRS,M,MO----------------,VICT,6,V,Men's Moguls Victory Ceremony,"Bosses hommes, cérémonie des vainqueurs",남자 모글 메달 시상식,Men's Moguls Victory Ceremony,"Bosses hommes, cérémonie des vainqueurs",남자 모글 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,FRM020M
