Discipline,Gender,Event,phase,type,order,ENG Description,KOR Description,ENG longdescription,KOR longdescription,ENG phase Description,KOR phase Description,Old DDGEEEP
BTH,M,15KM----12050-----,VICT,6,V,"Men's 15km, Sitting, Victory Ceremony",KOR,"Men's 15km, Sitting, Victory Ceremony",KOR,Victory Ceremony,KOR,BTM230M
BTH,M,7.5KM---03030-----,----,8,,"Men's 7.5km, Visually Impaired",KOR,"Men's 7.5km, Visually Impaired",KOR,,,BTM3100
BTH,M,7.5KM---03030-----,FNL-,3,1,"Men's 7.5km, Visually Impaired",KOR,"Men's 7.5km, Visually Impaired",KOR,,,BTM3101
BTH,M,7.5KM---03030-----,TRNO,1,T,"Men's 7.5km, Vis Imp, Off. Training",KOR,"Men's 7.5km, Visually Impaired, Official Training",KOR,Official Training,KOR,BTM310O
BTH,M,7.5KM---03030-----,VICT,6,V,"Men's 7.5km, Vis Imp, Vict. Ceremony",KOR,"Men's 7.5km, Visually Impaired, Victory Ceremony",KOR,Victory Ceremony,KOR,BTM310M
BTH,M,7.5KM---09070-----,----,8,,"Men's 7.5km, Standing",KOR,"Men's 7.5km, Standing",KOR,,,BTM1100
BTH,M,7.5KM---09070-----,FNL-,3,1,"Men's 7.5km, Standing",KOR,"Men's 7.5km, Standing",KOR,,,BTM1101
BTH,M,7.5KM---09070-----,TRNO,1,T,"Men's 7.5km, Standing, Off.Training",KOR,"Men's 7.5km, Standing, Official Training",KOR,Official Training,KOR,BTM110O
BTH,M,7.5KM---09070-----,VICT,6,V,"Men's 7.5km, Standing, Vict. Ceremony",KOR,"Men's 7.5km, Standing, Victory Ceremony",KOR,Victory Ceremony,KOR,BTM110M
BTH,M,7.5KM---12050-----,----,8,,"Men's 7.5km, Sitting",KOR,"Men's 7.5km, Sitting",KOR,,,BTM2100
BTH,M,7.5KM---12050-----,FNL-,3,1,"Men's 7.5km, Sitting",KOR,"Men's 7.5km, Sitting",KOR,,,BTM2101
BTH,M,7.5KM---12050-----,TRNO,1,T,"Men's 7.5km, Sitting, Off. Training",KOR,"Men's 7.5km, Sitting, Official Training",KOR,Official Training,KOR,BTM210O
BTH,M,7.5KM---12050-----,VICT,6,V,"Men's 7.5km, Sitting, Victory Ceremony",KOR,"Men's 7.5km, Sitting, Victory Ceremony",KOR,Victory Ceremony,KOR,BTM210M
BTH,W,------------------,----,8,,Women's Biathlon,KOR,Women's Biathlon,KOR,,,BTW0000
BTH,W,10KM----03030-----,----,8,,"Women's 10km, Visually Impaired",KOR,"Women's 10km, Visually Impaired",KOR,,,BTW3200
BTH,W,10KM----03030-----,FNL-,3,1,"Women's 10km, Visually Impaired",KOR,"Women's 10km, Visually Impaired",KOR,,,BTW3201
BTH,W,10KM----03030-----,TRNO,1,T,"Women's 10km, Vis Imp, Off. Training",KOR,"Women's 10km, Visually Impaired, Official Training",KOR,Official Training,KOR,BTW320O
BTH,W,10KM----03030-----,VICT,6,V,"Women's 10km, Vis Imp, Vict. Ceremony",KOR,"Women's 10km, Visually Impaired, Victory Ceremony",KOR,Victory Ceremony,KOR,BTW320M
BTH,W,10KM----09070-----,----,8,,"Women's 10km, Standing",KOR,"Women's 10km, Standing",KOR,,,BTW1200
BTH,W,10KM----09070-----,FNL-,3,1,"Women's 10km, Standing",KOR,"Women's 10km, Standing",KOR,,,BTW1201
BTH,W,10KM----09070-----,TRNO,1,T,"Women's 10km, Standing, Off. Training",KOR,"Women's 10km, Standing, Official Training",KOR,Official Training,KOR,BTW120O
BTH,W,10KM----09070-----,VICT,6,V,"Women's 10km, Standing, Vict. Ceremony",KOR,"Women's 10km, Standing, Victory Ceremony",KOR,Victory Ceremony,KOR,BTW120M
BTH,W,10KM----12050-----,----,8,,"Women's 10km, Sitting",KOR,"Women's 10km, Sitting",KOR,,,BTW2200
BTH,W,10KM----12050-----,FNL-,3,1,"Women's 10km, Sitting",KOR,"Women's 10km, Sitting",KOR,,,BTW2201
BTH,W,10KM----12050-----,TRNO,1,T,"Women's 10km, Sitting, Off. Training",KOR,"Women's 10km, Sitting, Official Training",KOR,Official Training,KOR,BTW220O
BTH,W,10KM----12050-----,VICT,6,V,"Women's 10km, Sitting, Vict. Ceremony",KOR,"Women's 10km, Sitting, Victory Ceremony",KOR,Victory Ceremony,KOR,BTW220M
BTH,W,12.5KM--03030-----,----,8,,"Women's 12.5km, Visually Impaired",KOR,"Women's 12.5km, Visually Impaired",KOR,,,BTW3300
BTH,W,12.5KM--03030-----,FNL-,3,1,"Women's 12.5km, Visually Impaired",KOR,"Women's 12.5km, Visually Impaired",KOR,,,BTW3301
BTH,W,12.5KM--03030-----,TRNO,1,T,"Women's 12.5km, Vis Imp, Off. Training",KOR,"Women's 12.5km, Visually Impaired, Official Training",KOR,Official Training,KOR,BTW330O
BTH,W,12.5KM--03030-----,VICT,6,V,"Women's 12.5km, Vis Imp, Vict. Cer.",KOR,"Women's 12.5km, Visually Impaired, Victory Ceremony",KOR,Victory Ceremony,KOR,BTW330M
BTH,W,12.5KM--09070-----,----,8,,"Women's 12.5km, Standing",KOR,"Women's 12.5km, Standing",KOR,,,BTW1300
BTH,W,12.5KM--09070-----,FNL-,3,1,"Women's 12.5km, Standing",KOR,"Women's 12.5km, Standing",KOR,,,BTW1301
BTH,W,12.5KM--09070-----,TRNO,1,T,"Women's 12.5km, Standing, Off. Trng.",KOR,"Women's 12.5km, Standing, Official Training",KOR,Official Training,KOR,BTW130O
BTH,W,12.5KM--09070-----,VICT,6,V,"Women's 12.5km, Standing, Vict. Cer.",KOR,"Women's 12.5km, Standing, Victory Ceremony",KOR,Victory Ceremony,KOR,BTW130M
BTH,W,12.5KM--12050-----,----,8,,"Women's 12.5km, Sitting",KOR,"Women's 12.5km, Sitting",KOR,,,BTW2300
BTH,W,12.5KM--12050-----,FNL-,3,1,"Women's 12.5km, Sitting",KOR,"Women's 12.5km, Sitting",KOR,,,BTW2301
BTH,W,12.5KM--12050-----,TRNO,1,T,"Women's 12.5km, Sitting, Off. Trng.",KOR,"Women's 12.5km, Sitting, Official Training",KOR,Official Training,KOR,BTW230O
BTH,W,12.5KM--12050-----,VICT,6,V,"Women's 12.5km, Sitting, Vict. Cer.",KOR,"Women's 12.5km, Sitting, Victory Ceremony",KOR,Victory Ceremony,KOR,BTW230M
BTH,W,6KM-----03030-----,----,8,,"Women's 6km, Visually Impaired",KOR,"Women's 6km, Visually Impaired",KOR,,,BTW3100
BTH,W,6KM-----03030-----,FNL-,3,1,"Women's 6km, Visually Impaired",KOR,"Women's 6km, Visually Impaired",KOR,,,BTW3101
BTH,W,6KM-----03030-----,TRNO,1,T,"Women's 6km, Vis Imp, Off. Training",KOR,"Women's 6km, Visually Impaired, Official Training",KOR,Official Training,KOR,BTW310O
BTH,W,6KM-----03030-----,VICT,6,V,"Women's 6km, Vis Imp, Vict. Ceremony",KOR,"Women's 6km, Visually Impaired, Victory Ceremony",KOR,Victory Ceremony,KOR,BTW310M
BTH,W,6KM-----09070-----,----,8,,"Women's 6km, Standing",KOR,"Women's 6km, Standing",KOR,,,BTW1100
BTH,W,6KM-----09070-----,FNL-,3,1,"Women's 6km, Standing",KOR,"Women's 6km, Standing",KOR,,,BTW1101
BTH,W,6KM-----09070-----,TRNO,1,T,"Women's 6km, Standing, Off. Training",KOR,"Women's 6km, Standing, Official Training",KOR,Official Training,KOR,BTW110O
BTH,W,6KM-----09070-----,VICT,6,V,"Women's 6km, Standing, Vict. Ceremony",KOR,"Women's 6km, Standing, Victory Ceremony",KOR,Victory Ceremony,KOR,BTW110M
BTH,W,6KM-----12050-----,----,8,,"Women's 6km, Sitting",KOR,"Women's 6km, Sitting",KOR,,,BTW2100
BTH,W,6KM-----12050-----,FNL-,3,1,"Women's 6km, Sitting",KOR,"Women's 6km, Sitting",KOR,,,BTW2101
BTH,W,6KM-----12050-----,TRNO,1,T,"Women's 6km, Sitting, Off. Training",KOR,"Women's 6km, Sitting, Official Training",KOR,Official Training,KOR,BTW210O
BTH,W,6KM-----12050-----,VICT,6,V,"Women's 6km, Sitting, Vict. Ceremony",KOR,"Women's 6km, Sitting, Victory Ceremony",KOR,Victory Ceremony,KOR,BTW210M
CCS,-,------------------,----,8,,Cross-Country Skiing,KOR,Cross-Country Skiing,KOR,,,CC00000
CCS,-,------------------,MEET,9,M,Cross-Country Skiing TCM,KOR,Cross-Country Skiing Team Captain Meeting,KOR,Team Captain Meeting,KOR,CC0000T
CCS,M,------------------,----,8,,Men's Cross-Country Skiing,KOR,Men's Cross-Country Skiing,KOR,,,CCM0000
CCS,M,10KM----03030-----,----,8,,"Men's 10km, Vis Imp",KOR,"Men's 10km, Visually Impaired",KOR,,,CCM3100
CCS,M,10KM----03030-----,FNL-,3,1,"Men's 10km, Vis Imp",KOR,"Men's 10km, Visually Impaired",KOR,,,CCM3101
CCS,M,10KM----03030-----,VICT,6,V,"Men's 10km, Vis Imp, Vict. Ceremony",KOR,"Men's 10km, Visually Impaired, Victory Ceremony",KOR,Victory Ceremony,KOR,CCM310M
CCS,M,10KM----09070-----,----,8,,"Men's 10km, Sitting",KOR,"Men's 10km, Sitting",KOR,,,CCM2100
CCS,M,10KM----09070-----,FNL-,3,1,"Men's 10km, Sitting",KOR,"Men's 10km, Sitting",KOR,,,CCM2101
CCS,M,10KM----09070-----,VICT,6,V,"Men's 10km, Sitting, Vict. Ceremony",KOR,"Men's 10km, Sitting, Victory Ceremony",KOR,Victory Ceremony,KOR,CCM210M
CCS,M,10KM----12050-----,----,8,,"Men's 10km, Standing",KOR,"Men's 10km, Standing",KOR,,,CCM1100
CCS,M,10KM----12050-----,FNL-,3,1,"Men's 10km, Standing",KOR,"Men's 10km, Standing",KOR,,,CCM1101
CCS,M,10KM----12050-----,VICT,6,V,"Men's 10km, Standing, Vict. Ceremony",KOR,"Men's 10km, Standing, Victory Ceremony",KOR,Victory Ceremony,KOR,CCM110M
CCS,M,15KM----09070-----,----,8,,"Men's 15km, Sitting",KOR,"Men's 15km, Sitting",KOR,,,CCM2200
CCS,M,15KM----09070-----,FNL-,3,1,"Men's 15km, Sitting",KOR,"Men's 15km, Sitting",KOR,,,CCM2201
CCS,M,15KM----09070-----,VICT,6,V,"Men's 15km, Sitting, Vict. Ceremony",KOR,"Men's 15km, Sitting, Victory Ceremony",KOR,Victory Ceremony,KOR,CCM220M
CCS,M,20KM----03030-----,----,8,,"Men's 20km, Vis Imp",KOR,"Men's 20km, Visually Impaired",KOR,,,CCM3200
CCS,M,20KM----03030-----,FNL-,3,1,"Men's 20km, Vis Imp",KOR,"Men's 20km, Visually Impaired",KOR,,,CCM3201
CCS,M,20KM----03030-----,VICT,6,V,"Men's 20km, Vis Imp, Vict. Ceremony",KOR,"Men's 20km, Visually Impaired, Victory Ceremony",KOR,Victory Ceremony,KOR,CCM320M
CCS,M,20KM----12050-----,----,8,,"Men's 20km, Standing",KOR,"Men's 20km, Standing",KOR,,,CCM1200
CCS,M,20KM----12050-----,FNL-,3,1,"Men's 20km, Standing",KOR,"Men's 20km, Standing",KOR,,,CCM1201
CCS,M,20KM----12050-----,VICT,6,V,"Men's 20km, Standing, Vict. Ceremony",KOR,"Men's 20km, Standing, Victory Ceremony",KOR,Victory Ceremony,KOR,CCM120M
CCS,M,SPRINT--03030-----,----,8,,"Men's 1km Sprint, Vis Imp",KOR,"Men's 1km Sprint, Visually Impaired",KOR,,,CCM3020
CCS,M,SPRINT--03030-----,FNL-,3,1,"Men's 1km Sprint, Vis Imp",KOR,"Men's 1km Sprint, Visually Impaired",KOR,,,CCM3021
CCS,M,SPRINT--03030-----,QUAL,3,8,"Men's 1km Sprint, Vis Imp, Qualif",KOR,"Men's 1km Sprint, Visually Impaired, Qualification",KOR,Qualification,KOR,CCM3029
CCS,M,SPRINT--03030-----,SFNL,3,2,"Men's 1km Sprint, Vis Imp, Semif",KOR,"Men's 1km Sprint, Visually Impaired, Semifinals",KOR,Semifinals,KOR,CCM3022
CCS,M,SPRINT--03030-----,VICT,6,V,"Men's 1km Sprint, Vis Imp, Vict. Cer.",KOR,"Men's 1km Sprint, Visually Impaired, Victory Ceremony",KOR,Victory Ceremony,KOR,CCM302M
CCS,M,SPRINT--09070-----,----,8,,"Men's 1km Sprint, Sitting",KOR,"Men's 1km Sprint, Sitting",KOR,,,CCM2020
CCS,M,SPRINT--09070-----,FNL-,3,1,"Men's 1km Sprint, Sitting",KOR,"Men's 1km Sprint, Sitting",KOR,,,CCM2021
CCS,M,SPRINT--09070-----,QUAL,3,8,"Men's 1km Sprint, Sitting, Qualif",KOR,"Men's 1km Sprint, Sitting, Qualification",KOR,Qualification,KOR,CCM2029
CCS,M,SPRINT--09070-----,SFNL,3,2,"Men's 1km Sprint, Sitting, Semif",KOR,"Men's 1km Sprint, Sitting, Semifinals",KOR,Semifinals,KOR,CCM2022
CCS,M,SPRINT--09070-----,VICT,6,V,"Men's 1km Sprint, Sitting, Vict. Cer.",KOR,"Men's 1km Sprint, Sitting, Victory Ceremony",KOR,Victory Ceremony,KOR,CCM202M
CCS,M,SPRINT--12050-----,----,8,,"Men's 1km Sprint, Standing",KOR,"Men's 1km Sprint, Standing",KOR,,,CCM1020
CCS,M,SPRINT--12050-----,FNL-,3,1,"Men's 1km Sprint, Standing, Finals",KOR,"Men's 1km Sprint, Standing, Finals",KOR,Finals,KOR,CCM1021
CCS,M,SPRINT--12050-----,QUAL,3,8,"Men's 1km Sprint, Standing, Qualif",KOR,"Men's 1km Sprint, Standing, Qualification",KOR,Qualification,KOR,CCM1029
CCS,M,SPRINT--12050-----,SFNL,3,2,"Men's 1km Sprint, Standing, Semif",KOR,"Men's 1km Sprint, Standing, Semifinals",KOR,Semifinals,KOR,CCM1022
CCS,M,SPRINT--12050-----,VICT,6,V,"Men's 1km Sprint, Stand, Vict. Cer.",KOR,"Men's 1km Sprint, Standing, Victory Ceremony",KOR,Victory Ceremony,KOR,CCM102M
CCS,O,4X2.5KM-12150-----,----,8,,4x2.5km Open Relay,KOR,4x2.5km Open Relay,KOR,,,CCX4020
CCS,O,4X2.5KM-12150-----,FNL-,3,1,4x2.5km Open Relay,KOR,4x2.5km Open Relay,KOR,,,CCX4021
CCS,O,4X2.5KM-12150-----,VICT,6,V,"4x2.5km Open Relay, Vict. Ceremony",KOR,"4x2.5km Open Relay, Victory Ceremony",KOR,Victory Ceremony,KOR,CCX402M
CCS,W,------------------,----,8,,Women's Cross-Country Skiing,KOR,Women's Cross-Country Skiing,KOR,,,CCW0000
CCS,W,12KM----09070-----,----,8,,"Women's 12km, Sitting",KOR,"Women's 12km, Sitting",KOR,,,CCW2150
CCS,W,12KM----09070-----,FNL-,3,1,"Women's 12km, Sitting",KOR,"Women's 12km, Sitting",KOR,,,CCW2151
CCS,W,12KM----09070-----,VICT,6,V,"Women's 12km, Sitting, Vict. Ceremony",KOR,"Women's 12km, Sitting, Victory Ceremony",KOR,Victory Ceremony,KOR,CCW215M
CCS,W,15KM----03030-----,----,8,,"Women's 15km, Vis Imp",KOR,"Women's 15km, Visually Imp",KOR,,,CCW3150
CCS,W,15KM----03030-----,FNL-,3,1,"Women's 15km, Vis Imp",KOR,"Women's 15km, Visually Imp",KOR,,,CCW3151
CCS,W,15KM----03030-----,VICT,6,V,"Women's 15km, Vis Imp, Vict. Ceremony",KOR,"Women's 15km, Visually Imp, Victory Ceremony",KOR,Victory Ceremony,KOR,CCW315M
CCS,W,15KM----12050-----,----,8,,"Women's 15km, Standing",KOR,"Women's 15km, Standing",KOR,,,CCW1150
CCS,W,15KM----12050-----,FNL-,3,1,"Women's 15km, Standing",KOR,"Women's 15km, Standing",KOR,,,CCW1151
CCS,W,15KM----12050-----,VICT,6,V,"Women's 15km, Standing, Vict. Cer.",KOR,"Women's 15km, Standing, Victory Ceremony",KOR,Victory Ceremony,KOR,CCW115M
CCS,W,5KM-----03030-----,----,8,,"Women's 5km, Vis Imp",KOR,"Women's 5km, Visually Imp",KOR,,,CCW3050
CCS,W,5KM-----03030-----,FNL-,3,1,"Women's 5km, Vis Imp",KOR,"Women's 5km, Visually Imp",KOR,,,CCW3051
CCS,W,5KM-----03030-----,VICT,6,V,"Women's 5km, Vis Imp, Vict. Ceremony",KOR,"Women's 5km, Visually Imp, Victory Ceremony",KOR,Victory Ceremony,KOR,CCW305M
CCS,W,5KM-----09070-----,----,8,,"Women's 5km, Sitting",KOR,"Women's 5km, Sitting",KOR,,,CCW2050
CCS,W,5KM-----09070-----,FNL-,3,1,"Women's 5km, Sitting",KOR,"Women's 5km, Sitting",KOR,,,CCW2051
CCS,W,5KM-----09070-----,VICT,6,V,"Women's 5km, Sitting, Vict. Ceremony",KOR,"Women's 5km, Sitting, Victory Ceremony",KOR,Victory Ceremony,KOR,CCW205M
CCS,W,5KM-----12050-----,----,8,,"Women's 5km, Standing",KOR,"Women's 5km, Standing",KOR,,,CCW1050
CCS,W,5KM-----12050-----,FNL-,3,1,"Women's 5km, Standing",KOR,"Women's 5km, Standing",KOR,,,CCW1051
CCS,W,5KM-----12050-----,VICT,6,V,"Women's 5km, Standing, Vict. Ceremony",KOR,"Women's 5km, Standing, Victory Ceremony",KOR,Victory Ceremony,KOR,CCW105M
CCS,W,SPRINT--03030-----,----,8,,"Women's 1km Sprint, Vis Imp",KOR,"Women's 1km Sprint, Visually Imp",KOR,,,CCW3020
CCS,W,SPRINT--03030-----,FNL-,3,1,"Women's 1km Sprint, Vis Imp",KOR,"Women's 1km Sprint, Visually Imp",KOR,,,CCW3021
CCS,W,SPRINT--03030-----,QUAL,3,8,"Women's 1km Sprint, Vis Imp, Qualif",KOR,"Women's 1km Sprint, Visually Imp, Qualification",KOR,Qualification,KOR,CCW3029
CCS,W,SPRINT--03030-----,SFNL,3,2,"Women's 1km Sprint, Vis Imp, Semif",KOR,"Women's 1km Sprint, Visually Imp, Semifinals",KOR,Semifinals,KOR,CCW3022
CCS,W,SPRINT--03030-----,VICT,6,V,"Women's 1km Sp., Vis Imp, Vict. Cer.",KOR,"Women's 1km Sprint, Visually Imp, Victory Ceremony",KOR,Victory Ceremony,KOR,CCW302M
CCS,W,SPRINT--09070-----,----,8,,"Women's 1km Sprint, Sitting",KOR,"Women's 1km Sprint, Sitting",KOR,,,CCW2020
CCS,W,SPRINT--09070-----,FNL-,3,1,"Women's 1km Sprint, Sitting",KOR,"Women's 1km Sprint, Sitting",KOR,,,CCW2021
CCS,W,SPRINT--09070-----,QUAL,3,8,"Women's 1km Sprint, Sitting, Qualif",KOR,"Women's 1km Sprint, Sitting, Qualification",KOR,Qualification,KOR,CCW2029
CCS,W,SPRINT--09070-----,SFNL,3,2,"Women's 1km Sprint, Sitting, Semif",KOR,"Women's 1km Sprint, Sitting, Semifinals",KOR,Semifinals,KOR,CCW2022
CCS,W,SPRINT--09070-----,VICT,6,V,"Women's 1km Sprint, Sit., Vict. Cer.",KOR,"Women's 1km Sprint, Sitting, Victory Ceremony",KOR,Victory Ceremony,KOR,CCW202M
CCS,W,SPRINT--12050-----,----,8,,"Women's 1km Sprint, Standing",KOR,"Women's 1km Sprint, Standing",KOR,,,CCW1020
CCS,W,SPRINT--12050-----,FNL-,3,1,"Women's 1km Sprint, Standing, Finals",KOR,"Women's 1km Sprint, Standing, Finals",KOR,Finals,KOR,CCW1021
CCS,W,SPRINT--12050-----,QUAL,3,8,"Women's 1km Sprint, Standing, Qualif",KOR,"Women's 1km Sprint, Standing, Qualification",KOR,Qualification,KOR,CCW1029
CCS,W,SPRINT--12050-----,SFNL,3,2,"Women's 1km Sprint, Standing, Semif",KOR,"Women's 1km Sprint, Standing, Semifinals",KOR,Semifinals,KOR,CCW1022
CCS,W,SPRINT--12050-----,VICT,6,V,"Women's 1km Sprint, Stand, Vict. Cer.",KOR,"Women's 1km Sprint, Standing, Victory Ceremony",KOR,Victory Ceremony,KOR,CCW102M
CCS,X,4X2.5KM-12150-----,----,8,,4x2.5km Mixed Relay,KOR,4x2.5km Mixed Relay,KOR,,,CCX4010
CCS,X,4X2.5KM-12150-----,FNL-,3,1,4x2.5km Mixed Relay,KOR,4x2.5km Mixed Relay,KOR,,,CCX4011
CCS,X,4X2.5KM-12150-----,VICT,6,V,"4x2.5km Mixed Relay, Vict. Ceremony",KOR,"4x2.5km Mixed Relay, Victory Ceremony",KOR,Victory Ceremony,KOR,CCX401M
CER,-,CLOSING-----------,----,8,,Closing Ceremony,KOR,Closing Ceremony,KOR,,,CE0CLO0
CER,-,OPENING-----------,----,8,,Opening Ceremony,KOR,Opening Ceremony,KOR,,,CE0OPN0
GEN,-,------------------,----,8,,General,KOR,General,KOR,,,GL00000
IOC,-,MEETINGS----------,----,8,,IPC Meetings,KOR,IPC Meetings,KOR,,,IA0MET0
ISH,-,------------------,----,8,,Ice Sledge Hockey,KOR,Ice Sledge Hockey,KOR,,,IH00000
ISH,-,------------------,DRAW,7,D,Ice Sledge Hockey Draw,KOR,Ice Sledge Hockey Draw,KOR,Draw,KOR,IH0000E
ISH,-,------------------,MEET,9,M,"Ice Sledge Hockey, Team Captain Meeting",KOR,"Ice Sledge Hockey, Team Captain Meeting",KOR,Team Captain Meeting,KOR,IH0000T
ISH,O,------------------,----,8,,Ice Sledge Hockey Tournament,KOR,Ice Sledge Hockey Tournament,KOR,Tournament,KOR,IHX0000
ISH,O,------------------,MEET,9,M,"Ice Sledge Hockey, Team Captain Meeting",KOR,"Ice Sledge Hockey, Team Captain Meeting",KOR,Team Captain Meeting,KOR,IHX000T
ISH,O,TEAM6---00000-----,----,8,,Ice Sledge Hockey,KOR,Ice Sledge Hockey,KOR,,,IHX4000
ISH,O,TEAM6---00000-----,FNL-,3,1,Play-offs Finals,KOR,Play-offs Finals,KOR,Play-offs Finals,KOR,IHX4001
ISH,O,TEAM6---00000-----,GRPA-,3,8,Preliminary Round - Group A,KOR,Preliminary Round - Group A,KOR,Preliminary Round - Group A,KOR,IHX400A
ISH,O,TEAM6---00000-----,GRPB-,3,8,Preliminary Round - Group B,KOR,Preliminary Round - Group B,KOR,Preliminary Round - Group B,KOR,IHX400B
ISH,O,TEAM6---00000-----,PREL,3,8,Preliminary Round,KOR,Preliminary Round,KOR,Preliminary Round,KOR,IHX4009
ISH,O,TEAM6---00000-----,SF5-,3,2,Classifications (5-8),KOR,Classifications (5-8),KOR,Classifications (5-8),KOR,
ISH,O,TEAM6---00000-----,SFNL,3,2,Play-offs Semifinals,KOR,Play-offs Semifinals,KOR,Play-offs Semifinals,KOR,IHX4002
ISH,O,TEAM6---00000-----,VICT,6,V,Ice Sledge Hockey Ceremonies,KOR,Ice Sledge Hockey Victory Ceremony,KOR,Victory Ceremony,KOR,IHX400M
NSK,-,------------------,----,8,,Nordic Skiing,KOR,Nordic Skiing,KOR,,,NS00000
OLV,-,ELECTION----------,----,8,,IPC Athletes' Council Election,KOR,IPC Athletes' Council Election,KOR,,,OV0IOC0
OLV,-,ENTERTAN----------,----,8,,Entertainment Program,KOR,Entertainment Program,KOR,,,OV0ENP0
OLV,-,FAITH-------------,----,8,,Interfaith Centre,KOR,Interfaith Centre,KOR,,,OV0IFC0
OLV,-,WELCOME-----------,----,8,,Team Welcome Ceremonies,KOR,Team Welcome Ceremonies,KOR,,,OV0TEA0
PCO,-,ALP---------------,----,5,,Alpine Skiing Press Conferences,KOR,Alpine Skiing Press Conferences,KOR,,,PC0AS00
PCO,-,BTH---------------,----,5,,Biathlon Press Conferences,KOR,Biathlon Press Conferences,KOR,,,PC0BT00
PCO,-,CCS---------------,----,5,,Cross-Country Skiing Press Conferences,KOR,Cross-Country Skiing Press Conferences,KOR,,,PC0CC00
PCO,-,GEN---------------,----,5,,General Press Conferences,KOR,General Press Conferences,KOR,,,PC0GEN0
PCO,-,IOC---------------,----,5,,IPC Press Conferences,KOR,IPC Press Conferences,KOR,,,PC0IOC0
PCO,-,ISH---------------,----,5,,Ice Sledge Hockey Press Conferences,KOR,Ice Sledge Hockey Press Conferences,KOR,,,PC0IH00
PCO,-,LOC---------------,----,5,,OCOG Press Conferences,KOR,OCOG Press Conferences,KOR,,,PC0LOC0
PCO,-,SBD---------------,----,5,,Snowboard Press Conferences,KOR,Snowboard Press Conferences,KOR,,,
PCO,-,WCU---------------,----,5,,Wheelchair Curling Press Conferences,KOR,Wheelchair Curling Press Conferences,KOR,,,PC0CU00
SBD,-,------------------,----,8,,Snowboard,KOR,Snowboard,KOR,,,
SBD,-,------------------,MEET,9,M,"Snowboard, Team Captain Meeting",KOR,"Snowboard, Team Captain Meeting",KOR,Team Captain Meeting,KOR,
SBD,M,------------------,----,8,,Men's Snowboard,KOR,Men's Snowboard,KOR,,,
SBD,M,BSL---------------,----,8,,Men's Banked Slalom,KOR,Men's Banked Slalom,KOR,,,
SBD,M,BSL---------------,TRNO,1,T,"Men's Banked Slalom, Training",KOR,"Men's Banked Slalom, Training",KOR,,,
SBD,M,BSL-----01010-----,----,8,,Men's Banked Slalom SB-UL ,KOR,Men's Banked Slalom SB-UL ,KOR,,,
SBD,M,BSL-----01010-----,DRAW,7,D,"Men's Banked Slalom SB-UL, Draw",KOR,"Men's Banked Slalom SB-UL, Draw",KOR,,,
SBD,M,BSL-----01010-----,FNL-,3,1,Men's Banked Slalom SB-UL ,KOR,Men's Banked Slalom SB-UL ,KOR,,,
SBD,M,BSL-----01010-----,VICT,6,V,"Men's Banked Slalom SB-UL, Vict. Cer.",KOR,"Men's Banked Slalom SB-UL, Victory Ceremony",KOR,,,
SBD,M,BSL-----10010-----,----,8,,Men's Banked Slalom SB-LL1 ,KOR,Men's Banked Slalom SB-LL1 ,KOR,,,
SBD,M,BSL-----10010-----,DRAW,7,D,"Men's Banked Slalom SB-LL1, Draw",KOR,"Men's Banked Slalom SB-LL1, Draw",KOR,,,
SBD,M,BSL-----10010-----,FNL-,3,1,Men's Banked Slalom SB-LL1 ,KOR,Men's Banked Slalom SB-LL1 ,KOR,,,
SBD,M,BSL-----10010-----,VICT,6,V,"Men's Banked Slalom SB-LL1, Vict. Cer.",KOR,"Men's Banked Slalom SB-LL1, Victory Ceremony",KOR,,,
SBD,M,BSL-----20010-----,----,8,,Men's Banked Slalom SB-LL2 ,KOR,Men's Banked Slalom SB-LL2 ,KOR,,,
SBD,M,BSL-----20010-----,DRAW,7,D,"Men's Banked Slalom SB-LL2, Draw",KOR,"Men's Banked Slalom SB-LL2, Draw",KOR,,,
SBD,M,BSL-----20010-----,FNL-,3,1,Men's Banked Slalom SB-LL2 ,KOR,Men's Banked Slalom SB-LL2 ,KOR,,,
SBD,M,BSL-----20010-----,VICT,6,V,"Men's Banked Slalom SB-LL2, Vict. Cer.",KOR,"Men's Banked Slalom SB-LL2, Victory Ceremony",KOR,,,
SBD,M,SBX---------------,----,8,,Men's Snowboard Cross,KOR,Men's Snowboard Cross,KOR,,,ASM0900
SBD,M,SBX---------------,TRNO,1,T,Men's Snowboard Cross Training,KOR,Men's Snowboard Cross Training,KOR,Training,KOR,ASM190O
SBD,M,SBX-----01010-----,----,8,,Men's Snowboard Cross SB-UL ,KOR,Men's Snowboard Cross SB-UL ,KOR,,,
SBD,M,SBX-----01010-----,DRAW,7,D,"Men's Snowboard Cross SB-UL, Draw",KOR,"Men's Snowboard Cross SB-UL, Draw",KOR,,,
SBD,M,SBX-----01010-----,FNL-,3,1,"Men's Snowboard Cross SB-UL, Final",KOR,"Men's Snowboard Cross SB-UL, Final",KOR,,,
SBD,M,SBX-----01010-----,QUAL,3,8,"Men's Snowboard Cross SB-UL, Qual",KOR,"Men's Snowboard Cross SB-UL, Qualification",KOR,,,
SBD,M,SBX-----01010-----,VICT,6,V,"Men's Snowboard Cross SB-UL, Vict. Cer.",KOR,"Men's Snowboard Cross SB-UL, Victory Ceremony",KOR,,,
