Code,Discipline,Gender,Event,Class
TRW005PT5W-B2,TR,W,005,PT5W-B2
TRW005PT5W-B3,TR,W,005,PT5W-B3
TTM0011,TT,M,001,1
TTM0022,TT,M,002,2
TTM0033,TT,M,003,3
TTM0044,TT,M,004,4
TTM0055,TT,M,005,5
TTM0066,TT,M,006,6
TTM0077,TT,M,007,7
TTM0088,TT,M,008,8
TTM0099,TT,M,009,9
TTM01010,TT,M,010,10
TTM01111,TT,M,011,11
TTM4021,TT,M,402,1
TTM4022,TT,M,402,2
TTM4033,TT,M,403,3
TTM4054,TT,M,405,4
TTM4055,TT,M,405,5
TTM4086,TT,M,408,6
TTM4087,TT,M,408,7
TTM4088,TT,M,408,8
TTM41010,TT,M,410,10
TTM4109,TT,M,410,9
TTW0021,TT,W,002,1
TTW0022,TT,W,002,2
TTW0033,TT,W,003,3
TTW0044,TT,W,004,4
TTW0055,TT,W,005,5
TTW0066,TT,W,006,6
TTW0077,TT,W,007,7
TTW0088,TT,W,008,8
TTW0099,TT,W,009,9
TTW01010,TT,W,010,10
TTW01111,TT,W,011,11
TTW4031,TT,W,403,1
TTW4032,TT,W,403,2
TTW4033,TT,W,403,3
TTW4054,TT,W,405,4
TTW4055,TT,W,405,5
TTW41010,TT,W,410,10
TTW4106,TT,W,410,6
TTW4107,TT,W,410,7
TTW4108,TT,W,410,8
TTW4109,TT,W,410,9
VSM400D,VS,M,400,D
VSM400MD,VS,M,400,MD
VSW400D,VS,W,400,D
VSW400MD,VS,W,400,MD
WBM4001.0,WB,M,400,1.0
WBM4001.5,WB,M,400,1.5
WBM4002.0,WB,M,400,2.0
WBM4002.5,WB,M,400,2.5
WBM4003.0,WB,M,400,3.0
WBM4003.5,WB,M,400,3.5
WBM4004.0,WB,M,400,4.0
WBM4004.5,WB,M,400,4.5
WBW4001.0,WB,W,400,1.0
WBW4001.5,WB,W,400,1.5
WBW4002.0,WB,W,400,2.0
WBW4002.5,WB,W,400,2.5
WBW4003.0,WB,W,400,3.0
WBW4003.5,WB,W,400,3.5
WBW4004.0,WB,W,400,4.0
WBW4004.5,WB,W,400,4.5
WFM011A,WF,M,011,A
WFM012B,WF,M,012,B
WFM021A,WF,M,021,A
WFM022B,WF,M,022,B
WFM031A,WF,M,031,A
WFM032B,WF,M,032,B
WFM410A,WF,M,410,A
WFM410B,WF,M,410,B
WFM420A,WF,M,420,A
WFM420B,WF,M,420,B
WFW011A,WF,W,011,A
WFW012B,WF,W,012,B
WFW021A,WF,W,021,A
WFW022B,WF,W,022,B
WFW410A,WF,W,410,A
WFW410B,WF,W,410,B
WFW420A,WF,W,420,A
WFW420B,WF,W,420,B
WRX4000.5,WR,X,400,0.5
WRX4001.0,WR,X,400,1.0
WRX4001.5,WR,X,400,1.5
WRX4002.0,WR,X,400,2.0
WRX4002.5,WR,X,400,2.5
WRX4003.0,WR,X,400,3.0
WRX4003.5,WR,X,400,3.5
WTM001WT,WT,M,001,WT
WTM002WT,WT,M,002,WT
WTW001WT,WT,W,001,WT
WTW002WT,WT,W,002,WT
WTX021Q,WT,X,021,Q
WTX022Q,WT,X,022,Q
